True,Predict
75.53333333,72.58809523714287
61.3,62.686666668
68.7,73.34057971043481
96.63333333,97.49499999850002
101.4666667,97.4117647117647
63.16666667,62.686666668
69.43333333,72.85714285666668
96.26666667,95.77878787818182
61.46666667,71.17435897307692
111.5333333,113.32777778333333
101.4333333,97.70579710478262
59.53333333,62.686666668
93.53333333,84.02962962851853
62.36666667,62.686666668
78.53333333,83.70500000000001
111.4,98.4969696909091
93.5,84.62962963000003
84.73333333,83.91000000049999
68.2,69.9416666655
87.76666667,84.04848484818183
69.7,72.23333333235294
63.6,63.879487180769225
87.7,84.05312500031253
141.1,153.3
48.26666667,72.58809523714287
150.0666667,153.3
93.93333333,97.92121212181819
96.16666667,98.0541666675
79.1,73.12962962888889
88.56666667,84.05312500031253
61.86666667,62.686666668
75.63333333,61.723809522857145
74.76666667,72.85714285666668
109.7333333,113.43333333999999
100.6,95.77878787818182
110.5,97.76249999541669
81.46666667,73.12962962888889
161.1,121.52222223333332
81.73333333,75.44117647058823
